Checklist,Requisito,Título do Issue,Etiquetas do issue,Link GitHub
"label:""av auto""",,Avaliação Automática - Access Monitor / Observatório (em avaliação),OK,https://github.com/a11y-PT/report_144/issues/1
"label:""av auto""",,Avaliação automática - Rocket Validator - Existem erros de acessibilidade,melhoria,https://github.com/a11y-PT/report_144/issues/2
